,urban_area,target_variable,target_entity,num_datapoints,model_embeddings,trial,train_f1,val_f1,test_f1,train_score,val_score,test_score
58,Philadelphia,Median Income,bg,29555,Feat-LightGCN,8,0.9123222748815166,0.725177304964539,0.74822695035461,0.9675420026504346,0.7909058900457724,0.8025878979930586
59,Philadelphia,Median Income,bg,29555,Feat-LightGCN,9,0.9235781990521327,0.7127659574468085,0.7109929078014184,0.9787319467217717,0.7877244605402143,0.7831598008148484
60,Philadelphia,Median Income,bg,29555,Feat\&PC-LightGCN,0,0.9312796208530806,0.7216312056737588,0.6950354609929078,0.979915377013095,0.7839142900256526,0.7578655500226347
61,Philadelphia,Median Income,bg,29555,Feat\&PC-LightGCN,1,0.9484597156398105,0.6861702127659575,0.723404255319149,0.9895709328182206,0.7627445802525024,0.7900885267340678
62,Philadelphia,Median Income,bg,29555,Feat\&PC-LightGCN,2,0.9377962085308057,0.7180851063829787,0.7056737588652482,0.9848091350149368,0.7744391630199687,0.7826819576480056
63,Philadelphia,Median Income,bg,29555,Feat\&PC-LightGCN,3,0.9241706161137441,0.7358156028368794,0.6968085106382979,0.9834221490981784,0.8105854836275842,0.7686987576077662
64,Philadelphia,Median Income,bg,29555,Feat\&PC-LightGCN,4,0.9449052132701422,0.6826241134751773,0.7322695035460993,0.990813324049325,0.7560862129671546,0.812490568884865
65,Philadelphia,Median Income,bg,29555,Feat\&PC-LightGCN,5,0.9585308056872038,0.725177304964539,0.6932624113475178,0.9934567395161834,0.7853478195261807,0.7671143302650772
66,Philadelphia,Median Income,bg,29555,Feat\&PC-LightGCN,6,0.957345971563981,0.7180851063829787,0.7163120567375887,0.990681363850767,0.7781047231024596,0.7837319551330415
67,Philadelphia,Median Income,bg,29555,Feat\&PC-LightGCN,7,0.9425355450236966,0.6897163120567376,0.7464539007092199,0.9892396284899261,0.7707798903475679,0.8084163271465218
68,Philadelphia,Median Income,bg,29555,Feat\&PC-LightGCN,8,0.9543838862559242,0.7358156028368794,0.7322695035460993,0.9884815592641675,0.7911573864493737,0.8025564609426086
69,Philadelphia,Median Income,bg,29555,Feat\&PC-LightGCN,9,0.957345971563981,0.7021276595744681,0.7056737588652482,0.9875704723613574,0.7688936673205573,0.7620215280921483
70,Philadelphia,Median Income,bg,29555,NoPreTrain,0,0.9644549763033176,0.7092198581560284,0.6897163120567376,0.995128703308551,0.767441275589759,0.7546023841859062
71,Philadelphia,Median Income,bg,29555,NoPreTrain,1,0.9863744075829384,0.6826241134751773,0.6843971631205674,0.9991183935670807,0.7270006538906493,0.7515592777023289
72,Philadelphia,Median Income,bg,29555,NoPreTrain,2,0.5,0.5,0.5,0.5186021765009772,0.5389127810472311,0.4799117247623359
